Date of Service,System Address,System Capacity kW-DC,meta_row_index,meta_row_id,Georeference System Address
08/01/2017 12:00:00 AM,2419 PINE NEEDLE CT,6.6,862,67a3b5b2cfe289766354840443e235dfc709ac37,"2419 PINE NEEDLE CT
Fort Collins, Colorado
(40.517557, -105.03186)"
02/11/2015 12:00:00 AM,5715 CROSSVIEW DR,3.8,349,e571af9e780a64525116724b13bfd21eaef83bb3,"5715 CROSSVIEW DR
Fort Collins, Colorado
(40.50734, -105.032873)"
09/04/2018 12:00:00 AM,2630 BISON RD,9.7,1174,243a13ee7e6ed4b163dd57148e9491aabcf19b4d,"2630 BISON RD
Fort Collins, Colorado
(40.534759, -105.028538)"
02/11/2009 12:00:00 AM,2813 DIXON CREEK LN,2,28,3ab328157525ebfa0717a2308fba32f9fcdc29b9,"2813 DIXON CREEK LN
Fort Collins, Colorado
(40.54737, -105.129424)"
06/22/2009 12:00:00 AM,315 WAYNE ST,3.2,38,42212550c3adea9c164b9fd8bc57745b66a08f63,"315 WAYNE ST
Fort Collins, Colorado
(40.583978, -105.094321)"
10/31/2018 12:00:00 AM,2208 LAGER ST,3.9,1217,4fba343ab69fb1b2b9fe4f6a4bb5db0d32f0d55c,"2208 LAGER ST
Fort Collins, Colorado
(40.593138, -105.03649)"
07/21/2016 12:00:00 AM,3914 GRAND CANYON ST,8.1,598,5954fc2bd11adbbc75b3845eae6936181c940943,"3914 GRAND CANYON ST
Fort Collins, Colorado
(40.532015, -105.019306)"
10/19/2012 12:00:00 AM,1308 BENNETT RD,5.4,160,78c7ca18d8b88ac53f003a5ed04367ad9436c5a3,"1308 BENNETT RD
Fort Collins, Colorado
(40.56949, -105.099319)"
06/01/2017 12:00:00 AM,7438 STONINGTON CT,13.9,820,87b85447c7dbcad24f3e2f902715aa45dc227877,"7438 STONINGTON CT
Fort Collins, Colorado
(40.481842, -105.090095)"
05/25/2016 12:00:00 AM,5706 WHITE WILLOW DR,5,561,80343e000eb6ee5047d616938ed8ae31fa43aa3d,"5706 WHITE WILLOW DR
Fort Collins, Colorado
(40.507275, -105.040218)"
06/16/2015 12:00:00 AM,1019 SYCAMORE ST,2.5,392,0a2eeaff35afc2bb896c434128d5b142c4259986,"1019 SYCAMORE ST
Fort Collins, Colorado
(40.593606, -105.093788)"
04/19/2014 12:00:00 AM,914 THORNHILL PL,4.5,297,48b38ea4070efb06a7375f707b7e958eefe1be98,"914 THORNHILL PL
Fort Collins, Colorado
(40.598913, -105.002453)"
09/14/2010 12:00:00 AM,1400 BEECH CT,2.2,70,8596d4713ea6f217afd2be0b2a1accbe8850d04a,"1400 BEECH CT
Fort Collins, Colorado
(40.593543, -105.102263)"
08/21/2015 12:00:00 AM,4473 STARFLOWER DR,5.5,424,3584b521f7115ee883ad3cd15530b0f96d328d74,"4473 STARFLOWER DR
Fort Collins, Colorado
(40.52505, -105.091797)"
03/28/2013 12:00:00 AM,1715 HOLLY WAY,5.8,192,4681333f347a94c7a24f0253eebca7226cea1faf,"1715 HOLLY WAY
Fort Collins, Colorado
(40.564872, -105.128705)"
06/29/2015 12:00:00 AM,1041 WOODWARD WAY,125,407,71f6e6c9d33924a76f585a66b12bc01667e35307,"1041 WOODWARD WAY
Fort Collins, Colorado
(40.586671, -105.05733)"
12/20/2016 12:00:00 AM,309 URBAN PRAIRIE ST,5.6,693,ea1974bcf0771105ea1fde15e5e9e243a5ceab4a,
09/01/2016 12:00:00 AM,737 DENNISON AVE,2.3,630,8fe5a184b008e17f35f474d39db128800b3a186a,"737 DENNISON AVE
Fort Collins, Colorado
(40.53491, -105.089274)"
09/08/2015 12:00:00 AM,3338 W ELIZABETH ST,3.7,429,bd2403f70a279fda68ccff7fbd58e942e75d2d56,"3338 W ELIZABETH ST
Fort Collins, Colorado
(40.574316, -105.139001)"
04/08/2014 12:00:00 AM,2221 COCKLEBUR LN,4.9,275,44c5ee25253d6271b90bcda6aee15cde3ceb812f,"2221 COCKLEBUR LN
Fort Collins, Colorado
(40.559028, -105.036223)"
04/25/2017 12:00:00 AM,3244 GREEN LAKE DR,9,788,f6a2e1eed9d9ebb2ebc1c120329f8b0ab26e442e,"3244 GREEN LAKE DR
Fort Collins, Colorado
(40.596809, -105.017218)"
11/29/2008 12:00:00 AM,3346 EGRET CT,2.1,21,4b66845b08176fd4523f5bd946aaca1859ff9ffc,"3346 EGRET CT
Fort Collins, Colorado
(40.499503, -105.014593)"
03/22/2019 12:00:00 AM,1315 LEAHY DR,6.6,1370,a2a7ecbe3eabc9c50b9c1af8f21bc5d38de522ff,"1315 LEAHY DR
Fort Collins, Colorado
(40.490881, -105.102241)"
06/27/2012 12:00:00 AM,4918 HINSDALE DR,3.1,137,11594ac68a16e706b822056808f79256b29219c1,"4918 HINSDALE DR
Fort Collins, Colorado
(40.518223, -105.087304)"
10/25/2012 12:00:00 AM,1745 HOFFMAN MILL RD,9.8,165,f42f7945884e5b8a8876a4c6fb5f8eace68784d1,"1745 HOFFMAN MILL RD
Fort Collins, Colorado
(40.574852, -105.045915)"
05/26/2017 12:00:00 AM,2132 KERRY HILL DR,7.3,815,6694329c8f2b72ea219f9ecfd2a21dd96cdaa33f,"2132 KERRY HILL DR
Fort Collins, Colorado
(40.558777, -105.035634)"
02/13/2017 12:00:00 AM,3000 SAN LUIS CT,7.2,729,13a13eaa861ed6a3d00926792053417467efe55b,"3000 SAN LUIS CT
Fort Collins, Colorado
(40.546121, -105.033564)"
05/15/2009 12:00:00 AM,2615 LUTHER LN,3.1,33,80d06bc79792ae31e644c1d7ac186d4eb1caa129,"2615 LUTHER LN
Fort Collins, Colorado
(40.525459, -105.126125)"
11/07/2018 12:00:00 AM,2145 BLUE YONDER WAY,4.8,1238,cdbbe3e1728102901e504ca17de3a4ee1379588c,"2145 BLUE YONDER WAY
Fort Collins, Colorado
(40.559038, -105.033324)"
05/05/2011 12:00:00 AM,2712 BLACKSTONE CT,2.6,92,52cc32b7ca2e8f798ad0c29e06811277fbe00885,"2712 BLACKSTONE CT
Fort Collins, Colorado
(40.538538, -105.027163)"
10/23/2017 12:00:00 AM,225 GREEN LEAF ST,6.4,916,281346ec31b4316382250a306cf972681936b89a,"225 GREEN LEAF ST
Fort Collins, Colorado
(40.610198, -105.078851)"
12/03/2015 12:00:00 AM,2819 BLACKSTONE DR,2.7,467,1df70857b7f8424e4073006466c04f14c0032d8b,"2819 BLACKSTONE DR
Fort Collins, Colorado
(40.538542, -105.025556)"
08/09/2013 12:00:00 AM,569 SAN JUAN DR,3.2,229,19c9cca96b07af79916efd2269cb01cfa56dadd7,"569 SAN JUAN DR
Fort Collins, Colorado
(40.486909, -105.068225)"
07/11/2017 12:00:00 AM,2303 STRAWFORK DR,5,847,807e16621d9b017390bb608bf6063f519acc821d,"2303 STRAWFORK DR
Fort Collins, Colorado
(40.556754, -105.035659)"
06/08/2016 12:00:00 AM,1825 CRESTMORE PL,2.9,566,e2219f8ce6f14c42df1ebb287298f10efb103e9c,"1825 CRESTMORE PL
Fort Collins, Colorado
(40.57919, -105.108417)"
01/13/2016 12:00:00 AM,2365 PALOMINO DR,1.5,484,960e743b142bd95a551fe472ed0c78b0e7a5123d,"2365 PALOMINO DR
Fort Collins, Colorado
(40.55562, -105.029749)"
03/08/2018 12:00:00 AM,2901 MIDDLESBOROUGH CT,5,1032,cea630022977f32153341c7f23009bac38d44690,"2901 MIDDLESBOROUGH CT
Fort Collins, Colorado
(40.548359, -105.056067)"
02/27/2014 12:00:00 AM,2230 SILVER OAKS DR,7.5,252,8f9efaf5271f33cf6dc4dd0e00a5c8c82ca99397,"2230 SILVER OAKS DR
Fort Collins, Colorado
(40.541354, -105.117405)"
04/03/2013 12:00:00 AM,412 LILAC LN,3,197,8dc04555fd204157c25ff9632b4dd7708f97ccda,"412 LILAC LN
Fort Collins, Colorado
(40.582032, -105.067423)"
04/03/2015 12:00:00 AM,1401 HEPPLEWHITE CT,4.6,361,16eae7212bd6f710785ade24bfedd6c3aa740078,"1401 HEPPLEWHITE CT
Fort Collins, Colorado
(40.516117, -105.101825)"
03/12/2019 12:00:00 AM,2039 BLUE YONDER WAY,7.8,1365,c9fc36f60be174592a984d543f26ff8aa7467fb3,"2039 BLUE YONDER WAY
Fort Collins, Colorado
(40.560526, -105.034566)"
08/20/2010 12:00:00 AM,718 BLUE TEAL DR,5.4,65,efb2beaf927c5f28534d5bbdb9576714ef6cf5b0,"718 BLUE TEAL DR
Fort Collins, Colorado
(40.613294, -105.063816)"
08/26/2016 12:00:00 AM,3826 KEPLER DR,7.9,625,b6f8a9c23f7e630240be77bb6693c58cedcd8abc,"3826 KEPLER DR
Fort Collins, Colorado
(40.511358, -105.005413)"
09/01/2017 12:00:00 AM,1515 TANG CT,3.7,879,efd4b8198dee322421b153e8454a04c233b78f4b,"1515 TANG CT
Fort Collins, Colorado
(40.488172, -105.104442)"
07/13/2017 12:00:00 AM,3274 GREEN LAKE DR,3.1,852,cad42e57be3f1c18a922587ab7b048dbb77a688b,"3274 GREEN LAKE DR
Fort Collins, Colorado
(40.59679, -105.016499)"
09/25/2015 12:00:00 AM,2474 MARSHFIELD LN,4.2,435,666d72945128fa847844659edbdec8bfaa9b2d53,"2474 MARSHFIELD LN
Fort Collins, Colorado
(40.621851, -105.037828)"
06/22/2011 12:00:00 AM,123 S SHERWOOD ST,3.2,97,cf00e93cc7ff9d567b0c5e0c46f0999324506be1,"123 S SHERWOOD ST
Fort Collins, Colorado
(40.586106, -105.084273)"
09/29/2014 12:00:00 AM,124 PRINCETON RD,4.7,329,8a97f343c4e3f58ac4282ce67e3d3f12fea13e13,"124 PRINCETON RD
Fort Collins, Colorado
(40.553804, -105.074378)"
09/14/2018 12:00:00 AM,5339 COUNTRY SQUIRE WAY,7,1178,93c9b1a9c7435bee4df5b7e8d57caf13d98792b4,"5339 COUNTRY SQUIRE WAY
Fort Collins, Colorado
(40.513156, -105.029042)"
12/20/2018 12:00:00 AM,4121 SUNSTONE DR,5.9,1296,eba595700642fd6fff195a12774e19462cb4545c,"4121 SUNSTONE DR
Fort Collins, Colorado
(40.531576, -105.034633)"
11/21/2016 12:00:00 AM,1245 BELLEVIEW DR,6.3,665,5d4b013646bf3cf5431f4a47e19eebda48638133,"1245 BELLEVIEW DR
Fort Collins, Colorado
(40.52093, -105.100293)"
07/07/2016 12:00:00 AM,1706 BRIARGATE CT,6.8,583,d9b8c948b0d544709ff342cff234b0f40101d545,"1706 BRIARGATE CT
Fort Collins, Colorado
(40.524779, -105.108262)"
03/29/2016 12:00:00 AM,3333 W PROSPECT RD,5.7,522,f579f00258e456acc11d352c22fadb336ff681e0,"3333 W PROSPECT RD
Fort Collins, Colorado
(40.568542, -105.138935)"
06/15/2017 12:00:00 AM,1937 LARKSPUR DR,5,830,236a21918d8144c8674140a51e3af6f81af400ef,"1937 LARKSPUR DR
Fort Collins, Colorado
(40.568351, -105.112474)"
09/19/2017 12:00:00 AM,2103 BLUE YONDER WAY,6.6,889,43b5af4867bd4e633141a8cdcb2ac95dd5a336ee,"2103 BLUE YONDER WAY
Fort Collins, Colorado
(40.559464, -105.03377)"
08/22/2018 12:00:00 AM,1400 INDIAN PAINTBRUSH CT,4.6,1159,d75889f1b2a9be4bb6c9d231ced7d7bd80b4c612,"1400 INDIAN PAINTBRUSH CT
Fort Collins, Colorado
(40.606928, -105.068806)"
11/24/2015 12:00:00 AM,2402 PALOMINO DR,1.5,461,58811b10fbf7e999b7ad1facb36a6dfd1ec16653,"2402 PALOMINO DR
Fort Collins, Colorado
(40.555228, -105.030065)"
02/23/2016 12:00:00 AM,1512 KIRKWOOD DR,9.1,493,4d075e638d861b2527e6cab4fce418a09c88b08c,"1512 KIRKWOOD DR
Fort Collins, Colorado
(40.55913, -105.050353)"
10/25/2018 12:00:00 AM,2192 LAGER ST,2.7,1210,4c1656190c135e36ff9992d7f8b7333b0e399a4f,"2192 LAGER ST
Fort Collins, Colorado
(40.593583, -105.036881)"
05/09/2018 12:00:00 AM,1415 WILDWOOD RD,7.8,1079,9b2883fa780ede12e6daddb06e4e1593f176d1b1,"1415 WILDWOOD RD
Fort Collins, Colorado
(40.569983, -105.127199)"
03/23/2017 12:00:00 AM,2219 WAKEFIELD DR,4.1,757,0ecdf841f78a9d0130032c487dbcbb4c9f181ed9,"2219 WAKEFIELD DR
Fort Collins, Colorado
(40.557885, -105.108795)"
12/05/2016 12:00:00 AM,4121 STONERIDGE CT,5.5,682,be5211ffc2838c55d5972c0b637aa5e5acd4014e,"4121 STONERIDGE CT
Fort Collins, Colorado
(40.531314, -105.035337)"
10/09/2018 12:00:00 AM,3209 MESA VERDE ST,4.8,1195,f43d0acf89cdc3c9828b6873c7ab5059e2480bb9,"3209 MESA VERDE ST
Fort Collins, Colorado
(40.532834, -105.017827)"
05/10/2016 12:00:00 AM,2314 BELLWETHER LN,3.4,551,1ac1d91aaed4f085e727136cda53371e1b35ebf3,"2314 BELLWETHER LN
Fort Collins, Colorado
(40.594398, -105.11864)"
07/10/2018 12:00:00 AM,1020 PONDEROSA DR,5.5,1128,19941dfddb335e6c4519232a598b97a05ce9645d,"1020 PONDEROSA DR
Fort Collins, Colorado
(40.573577, -105.120261)"
12/10/2018 12:00:00 AM,2120 BRIDGEFIELD LN,2.3,1281,cb740ca8917ed70543db64c71aed3ac72986d450,"2120 BRIDGEFIELD LN
Fort Collins, Colorado
(40.558988, -105.094733)"
12/14/2018 12:00:00 AM,933 CHIPPEWA CT,6.7,1291,939209b43ac7eb245ebd65e7a75d2e32dd8aeee9,"933 CHIPPEWA CT
Fort Collins, Colorado
(40.559533, -105.06059)"
01/12/2017 12:00:00 AM,856 RIDGE RUNNER DR,3.6,710,d33e7f7fb3f8d024ed6f5377a7f09e5bf30c123c,"856 RIDGE RUNNER DR
Fort Collins, Colorado
(40.599074, -105.011838)"
11/06/2015 12:00:00 AM,4607 CREST RD,5,456,0dc8aa2b4967c46ef6e73c2d45b4c240f0ec1e44,"4607 CREST RD
Fort Collins, Colorado
(40.522675, -105.083862)"
06/30/2017 12:00:00 AM,4709 CHIPPENDALE DR,9.9,842,1c34d27fd2f5b4bec009660e0fe3c69021ab4126,"4709 CHIPPENDALE DR
Fort Collins, Colorado
(40.521369, -105.10469)"
08/04/2014 12:00:00 AM,1320 MORGAN ST,6.5,324,a5ba6ec8ff283983f3a5e86e84fa830b48da0b55,"1320 MORGAN ST
Fort Collins, Colorado
(40.569181, -105.063747)"
01/11/2018 12:00:00 AM,1218 HAWKEYE CT,9.5,974,82be634819ea8ab7f0bd287e9c76c2bf8f5a2bef,"1218 HAWKEYE CT
Fort Collins, Colorado
(40.49651, -105.055337)"
02/13/2018 12:00:00 AM,2300 ANTELOPE RD,7.7,1012,59a8684be34b063ac7cefa4add0262bfebca4d15,"2300 ANTELOPE RD
Fort Collins, Colorado
(40.537064, -105.035997)"
04/08/2014 12:00:00 AM,6115 KESWICK CT,8.8,285,19dd35eef403b5b50a4bfb3c249ce05d6612a8de,"6115 KESWICK CT
Fort Collins, Colorado
(40.50187, -105.063866)"
07/02/2013 12:00:00 AM,1814 WALLENBERG DR,9.6,224,23d002a1067e486969ef61e1bd36a69b0cbe818d,"1814 WALLENBERG DR
Fort Collins, Colorado
(40.564273, -105.091974)"
06/14/2018 12:00:00 AM,919 QUAIL RUN,6.8,1106,23aa44909817d72bd5fc28b3ab133d512a00b3b5,"919 QUAIL RUN
Fort Collins, Colorado
(40.607243, -105.060361)"
03/08/2019 12:00:00 AM,1815 CHARLESTON CT,4.2,1360,bed03b5d5b73e4ea6d220f02bb45ae6d6539c530,"1815 CHARLESTON CT
Fort Collins, Colorado
(40.565235, -105.124802)"
02/05/2019 12:00:00 AM,2721 CHASE DR,12.2,1350,7945cb068cd1bf1956f412096e16e7d3ae9d2877,"2721 CHASE DR
Fort Collins, Colorado
(40.550183, -105.026068)"
03/29/2016 12:00:00 AM,2006 SHEFFIELD CT,4.6,519,223455c35bbd31216f5ead96761f0597334b8c53,"2006 SHEFFIELD CT
Fort Collins, Colorado
(40.558286, -105.114379)"
03/01/2017 12:00:00 AM,518 N LOOMIS AVE,63.6,742,b37464916bec8fd508fbd2d7e43b29279b8e3364,"518 N LOOMIS AVE
Fort Collins, Colorado
(40.594555, -105.087684)"
06/29/2016 12:00:00 AM,2939 SPRING HARVEST LN,9.6,578,15020cf9e8bce9813d0dd51da5d58ca0f602d903,"2939 SPRING HARVEST LN
Fort Collins, Colorado
(40.5149, -105.022554)"
12/21/2016 12:00:00 AM,518 N WHITCOMB ST,6,697,797562ea041c02cf91fd956bb570bb76821d7c31,"518 N WHITCOMB ST
Fort Collins, Colorado
(40.594338, -105.086026)"
05/24/2018 12:00:00 AM,2654 SHADOW MOUNTAIN DR,5.9,1089,3233549de25e6ca6eb2a68706df4a2ed9e0e8eee,"2654 SHADOW MOUNTAIN DR
Fort Collins, Colorado
(40.551264, -105.050089)"
11/05/2018 12:00:00 AM,3820 BENTHAVEN ST,5.4,1234,5d3e04ae517854b17e30fb5409c6840deded3783,"3820 BENTHAVEN ST
Fort Collins, Colorado
(40.533889, -105.087581)"
08/28/2017 12:00:00 AM,527 MUSKEGON CT,4.6,874,3d74294371fbfdc4441cf79d4bb4637e6872a132,"527 MUSKEGON CT
Fort Collins, Colorado
(40.594465, -105.042965)"
08/02/2018 12:00:00 AM,6424 SOLAR CT,5.8,1143,a25ac968a2cc0bed7408d23b6c59d40ea77f8dc7,"6424 SOLAR CT
Fort Collins, Colorado
(40.496786, -105.081391)"
11/30/2018 12:00:00 AM,7262 FORT MORGAN DR,8.4,1270,06fcf0ea72450fe2dd23e313014e0fcee89a56f7,"7262 FORT MORGAN DR
Fort Collins, Colorado
(40.483911, -105.089855)"
11/23/2018 12:00:00 AM,4124 SUNSTONE DR,9.6,1259,9495c31566f9c2a414f9ce06771b928090cddfdd,"4124 SUNSTONE DR
Fort Collins, Colorado
(40.531514, -105.034556)"
06/09/2014 12:00:00 AM,715 HEATHER GLEN LN,7.4,317,ed55f021be6b2c9a5973567e7528e31c32a15868,"715 HEATHER GLEN LN
Fort Collins, Colorado
(40.48852, -105.065323)"
10/24/2016 12:00:00 AM,2057 YEARLING DR,8.2,650,febece0878e0e21cc35f4fb7e6245c6b58e81a4e,"2057 YEARLING DR
Fort Collins, Colorado
(40.560054, -105.035343)"
12/07/2017 12:00:00 AM,5858 HUNTINGTON HILLS DR,8.7,948,7a8d237b3a0b28abc131e3073261afb4a9cbf89e,"5858 HUNTINGTON HILLS DR
Fort Collins, Colorado
(40.504685, -105.065824)"
02/23/2018 12:00:00 AM,2261 SILVER OAKS DR,5.9,1017,171f25e439d89694502b8d4f80d5e9b653a8628d,"2261 SILVER OAKS DR
Fort Collins, Colorado
(40.541508, -105.118747)"
10/01/2012 12:00:00 AM,1521 WASP CT,5.8,156,d5d9dbd328f45288b42cf9039e09094b7b11686a,"1521 WASP CT
Fort Collins, Colorado
(40.487382, -105.10488)"
08/09/2016 12:00:00 AM,754 ROCHELLE CIR,8.1,615,14fcf41e7169d7ae0ecdcfd460369f8e49578ef0,"754 ROCHELLE CIR
Fort Collins, Colorado
(40.51967, -105.090509)"
01/14/2019 12:00:00 AM,2126 CUTTING HORSE DR,5.4,1328,70c2da3e042f7198f2177942e85f573c33ff921d,"2126 CUTTING HORSE DR
Fort Collins, Colorado
(40.559208, -105.03209)"
07/02/2018 12:00:00 AM,3214 MESA VERDE ST,6.7,1121,6be26c1541bfaa4b7b490b6248fee1de68934675,"3214 MESA VERDE ST
Fort Collins, Colorado
(40.532829, -105.017448)"
04/20/2018 12:00:00 AM,2212 SMALLWOOD DR,5.1,1064,f247a1e252e682a48fbaf35d94b281fdd46b031a,"2212 SMALLWOOD DR
Fort Collins, Colorado
(40.516664, -105.036671)"
06/20/2018 12:00:00 AM,618 SKYSAIL LN,11,1111,1d5c71fa64568c9203eae0e6b499b7214b5ebbfe,"618 SKYSAIL LN
Fort Collins, Colorado
(40.531815, -105.066773)"
11/02/2018 12:00:00 AM,3327 W ELIZABETH ST,4.8,1227,4245c0946a1bdfdd228f90a0da8a579cc6c0d741,"3327 W ELIZABETH ST
Fort Collins, Colorado
(40.574325, -105.138739)"
02/07/2017 12:00:00 AM,1814 DEEP WOODS LN,7.8,725,fa681d5043f8f7fec6db1dd71984038f53c22b68,"1814 DEEP WOODS LN
Fort Collins, Colorado
(40.612504, -105.034556)"
01/12/2018 12:00:00 AM,701 KIMBALL RD,3.3,980,cc955753412f3298e0d1ba40050580fde5f7f1da,"701 KIMBALL RD
Fort Collins, Colorado
(40.579908, -105.128242)"
06/19/2015 12:00:00 AM,1312 MONTEREY DR,4.3,403,20fb959843d2282a1e3ae69fb7e451e9251be129,"1312 MONTEREY DR
Fort Collins, Colorado
(40.605144, -105.058408)"
04/18/2006 12:00:00 AM,1327 W MAGNOLIA ST,3,9,d740863e27ee14932049f88e6ab889c8b990188a,"1327 W MAGNOLIA ST
Fort Collins, Colorado
(40.582969, -105.09849)"
06/01/2018 12:00:00 AM,2131 STILLWATER CREEK DR,6.9,1096,5b2c246260e1a04fdbd4723f21c74b127dd3e704,"2131 STILLWATER CREEK DR
Fort Collins, Colorado
(40.513954, -105.037588)"
02/19/2013 12:00:00 AM,3408 BUNTWING LN,7,188,9fba08aac82e494239f12d3de1a3ea676ea128f7,"3408 BUNTWING LN
Fort Collins, Colorado
(40.636057, -105.054456)"
02/05/2018 12:00:00 AM,1949 MASSACHUSETTS ST,6,1006,2b152ef693b675deac9b88a2e6de492b6ede6276,"1949 MASSACHUSETTS ST
Fort Collins, Colorado
(40.544316, -105.042377)"
05/28/2015 12:00:00 AM,314 PAVILION LN,75,388,9505885788be8e825cec942796f5dc23cf2a94f1,"314 PAVILION LN
Fort Collins, Colorado
(40.526267, -105.073383)"
07/09/2010 12:00:00 AM,123 N MACK ST,3.1,53,a4d671c5831aa09ec57c0d3d21f770130c3629e2,"123 N MACK ST
Fort Collins, Colorado
(40.58817, -105.094082)"
07/27/2018 12:00:00 AM,2021 FOSSIL CREEK PKWY,5.5,1138,6f197ba79f47622c5f404394c12ed3663cc76184,"2021 FOSSIL CREEK PKWY
Fort Collins, Colorado
(40.49934, -105.040709)"
03/31/2015 12:00:00 AM,525 FOX GLOVE CT,3.3,356,6c4f7196ca6e57379839c7df637df111ff55e0f8,"525 FOX GLOVE CT
Fort Collins, Colorado
(40.608133, -105.067806)"
11/09/2012 12:00:00 AM,375 PASCAL ST,3.1,169,38213e36021686a68c5adb2db3c68ed495b48706,"375 PASCAL ST
Fort Collins, Colorado
(40.597467, -105.070531)"
07/19/2016 12:00:00 AM,2830 BLUEGRASS DR,3.2,593,9a942b143f933f328ee64e62eb8dcda920bd2f40,"2830 BLUEGRASS DR
Fort Collins, Colorado
(40.554278, -105.129285)"
08/08/2012 12:00:00 AM,1901 LONGWORTH RD,7.8,141,c9a6275384ea6413598a5b29585bbc7c4f8094eb,"1901 LONGWORTH RD
Fort Collins, Colorado
(40.564832, -105.112972)"
08/21/2017 12:00:00 AM,2208 SANDBUR DR,5.5,869,0d564e4ed296be5eb683014b3cea588170ba3ae8,"2208 SANDBUR DR
Fort Collins, Colorado
(40.559815, -105.036806)"
08/03/2016 12:00:00 AM,419 FRANKLIN ST,4.1,610,9bbc0e7219290b18d5bb44fd59855e992f367a4b,"419 FRANKLIN ST
Fort Collins, Colorado
(40.594521, -105.10002)"
04/20/2017 12:00:00 AM,1400 PTARMIGAN CT,3.8,783,ca0f6a641192b3b4cad83ec624e941c7c673c9df,"1400 PTARMIGAN CT
Fort Collins, Colorado
(40.60757, -105.058411)"
08/07/2015 12:00:00 AM,5080 FOSSIL BLVD,60,420,0a3487b958be06058f93ca6987f19f144cfc12a4,"5080 FOSSIL BLVD
Fort Collins, Colorado
(40.516652, -105.079459)"
06/28/2018 12:00:00 AM,2250 FRIAR TUCK CT,6,1118,92fa0d62d0a1c323bede5adaf64b907953ff47c2,"2250 FRIAR TUCK CT
Fort Collins, Colorado
(40.611358, -105.034953)"
02/23/2016 12:00:00 AM,4124 BEAVER CREEK DR,2.7,499,5884f354c44289898b27af271292e5a14fc50e53,"4124 BEAVER CREEK DR
Fort Collins, Colorado
(40.530008, -105.092112)"
01/22/2018 12:00:00 AM,608 POWDERHORN DR,7.2,989,b098c2188b8507695fcff1ec539642e57319f791,"608 POWDERHORN DR
Fort Collins, Colorado
(40.55013, -105.087285)"
07/26/2017 12:00:00 AM,3206 RED MOUNTAIN DR,6.2,857,fb69fdfa1c24e65735edba58a64671bbb6c693b3,"3206 RED MOUNTAIN DR
Fort Collins, Colorado
(40.544028, -105.03102)"
08/30/2011 12:00:00 AM,3742 BENTHAVEN ST,3.3,109,047743c88ea337334711b42583c3fe7e63af1113,"3742 BENTHAVEN ST
Fort Collins, Colorado
(40.535398, -105.087577)"
09/19/2014 12:00:00 AM,3802 WILD ELM WAY,4.7,328,5c1b2953c71b5b502e83cc9f5a027256c8be2828,"3802 WILD ELM WAY
Fort Collins, Colorado
(40.508252, -105.004934)"
12/03/2015 12:00:00 AM,4216 SUNCREST CT,5.1,471,149777ab533312f2644e3c3b5656a83ca223e3f6,"4216 SUNCREST CT
Fort Collins, Colorado
(40.530445, -105.036251)"
02/27/2014 12:00:00 AM,5768 ROUND ROCK CT,6.4,256,6e7b097f7537ac3549bac489351866fca748fa78,"5768 ROUND ROCK CT
Fort Collins, Colorado
(40.50644, -105.014465)"
09/14/2017 12:00:00 AM,2239 WESTCHASE RD,6,884,48e35d419fdf0fb2c716b5305d2c1337110e596d,"2239 WESTCHASE RD
Fort Collins, Colorado
(40.496874, -105.036516)"
01/14/2019 12:00:00 AM,3226 CHASE DR,6.9,1329,3c58b6027b1377aeab561eee9047580570b4fdcf,"3226 CHASE DR
Fort Collins, Colorado
(40.542615, -105.024348)"
08/22/2018 12:00:00 AM,2244 MAPLE HILL DR,8.2,1160,d7f1e9b8bca9219b42d64e0280cf74f65a4063cf,"2244 MAPLE HILL DR
Fort Collins, Colorado
(40.621111, -105.035394)"
03/02/2018 12:00:00 AM,858 E STUART ST,2.6,1028,9cbf37908027b5bf9c3e5975061937fee4a946e4,"858 E STUART ST
Fort Collins, Colorado
(40.563447, -105.063087)"
05/18/2018 12:00:00 AM,2257 FORECASTLE DR,3.9,1082,4940f24f930fd7abe8a0f81920b9c163b96b539c,"2257 FORECASTLE DR
Fort Collins, Colorado
(40.619064, -105.03691)"
01/13/2016 12:00:00 AM,2615 WALKALOOSA WAY,1.5,488,4f6b8376ebeb1f3b24c7a97f899e82f71c71818c,"2615 WALKALOOSA WAY
Fort Collins, Colorado
(40.555394, -105.028946)"
03/08/2019 12:00:00 AM,4316 LAPORTE AVE,100,1361,b19d7175833b80e91cd907f99ca01306ae179238,"4316 LAPORTE AVE
Fort Collins, Colorado
(40.590153, -105.155398)"
11/30/2011 12:00:00 AM,3555 STANFORD RD,10.1,124,d71b54f5dfa24210a0d22b39ada08d17679e708c,"3555 STANFORD RD
Fort Collins, Colorado
(40.538362, -105.070503)"
07/03/2013 12:00:00 AM,2815 DES MOINES DR,4.9,225,c5307ebd1f2c6c5af1c7a04b5e36bd65ff31bfcc,"2815 DES MOINES DR
Fort Collins, Colorado
(40.550141, -105.02843)"
12/19/2014 12:00:00 AM,3002 BLUE LEAF CT,3.8,339,450da1d6f6dcc48d62c963c0634c2cdb2a95bd4d,"3002 BLUE LEAF CT
Fort Collins, Colorado
(40.548574, -105.132421)"
12/17/2018 12:00:00 AM,2627 THOREAU DR,9.9,1292,7642a0815f398954899b33465349c9f4c665dde0,"2627 THOREAU DR
Fort Collins, Colorado
(40.623359, -105.030014)"
